OBJECTID,x_coord,y_coord,presence
421,-108.25035537100,38.88596483600,0
422,-108.25016522700,38.88389270300,0
423,-108.24322497900,38.88100641700,0
424,-108.23818616900,38.87900815000,0
425,-108.24122846900,38.86420442500,0
426,-107.97556591500,38.90203414800,0
427,-107.97413983700,38.89814972800,0
428,-107.97578871000,38.90761994200,0
429,-107.98833819900,38.91213264600,0
430,-107.99328193800,38.90983934000,0
431,-107.96533080200,38.88904825500,0
432,-107.95468275000,38.90199715500,0
433,-107.95268624000,38.90347687900,0
434,-107.95439753400,38.90532649000,0
435,-107.95354188700,38.91057912400,0
436,-107.94983408300,38.91087503600,0
437,-107.94536570500,38.88401604600,0
438,-107.96495051400,38.88105575600,0
439,-107.96846817400,38.88394204000,0
440,-107.97170061800,38.88046368300,0
441,-107.98348953300,38.88660619800,0
442,-107.98367967700,38.88149980700,0
443,-108.00316941400,38.91057912400,0
444,-107.98976427800,38.91013525500,0
445,-108.00269405500,38.88638418900,0
446,-107.99404251300,38.88172183200,0
447,-107.94308397900,38.90355086400,0
448,-107.94441498600,38.90096133000,0
449,-107.94859814900,38.90658419900,0
450,-107.95087987400,38.89459807300,0
451,-107.95734476300,38.88927025600,0
452,-107.95886591300,38.88409005100,0
453,-107.97493306300,38.91560945200,0
454,-107.97360205600,38.90961740400,0
455,-107.98605647400,38.91472177300,0
456,-108.00126797600,38.91324228300,0
457,-107.97490929500,38.84940995800,0
458,-107.97758319200,38.84728122600,0
459,-107.96694702400,38.85561068300,0
460,-107.96076735100,38.85630476000,0
461,-107.97134409900,38.85288057900,0
462,-107.97282959700,38.85061312600,0
463,-107.97568175400,38.85237156600,0
464,-107.97799913100,38.85042802400,0
465,-107.99368599300,38.85482405400,0
466,-107.99261643400,38.85098332700,0
467,-107.98792226000,38.85098332700,0
468,-107.98542662300,38.85075195200,0
469,-107.98643676100,38.85690628800,0
470,-107.97954404900,38.84242192600,0
471,-107.97651363300,38.83978388100,0
472,-107.98334692500,38.84061695900,0
473,-107.96623398500,38.84061695900,0
474,-107.96902672100,38.84219052300,0
475,-107.97063106000,38.83992272800,0
476,-107.95619201600,38.85158490100,0
477,-107.96041083100,38.85283430600,0
478,-107.95726157500,38.84283845100,0
479,-107.96736296300,38.84746633600,0
480,-107.96712528400,38.85986758400,0
481,-107.97669189300,38.85602713000,0
482,-107.98251504600,38.85820187000,0
483,-107.98982369800,38.85477778100,0
484,-107.97906869000,38.83802513100,0
485,-107.97395857600,38.84121862000,0
486,-107.99214107500,38.83941362200,0
487,-107.98863529900,38.83756229400,0
488,-107.95446883800,38.84552266100,0
489,-107.95316160000,38.84348637300,0
490,-107.94935872400,38.82075929500,0
491,-107.94311963100,38.82140741800,0
492,-107.95030944300,38.81862970700,0
493,-107.96884846200,38.81992598600,0
494,-107.97306727700,38.81483332500,0
495,-107.97122525900,38.82686993600,0
496,-107.97496871500,38.82145371300,0
497,-107.96332240800,38.82362951000,0
498,-107.96712528400,38.81409254400,0
499,-107.97835565100,38.83520178200,0
500,-107.96035141100,38.83251718200,0
501,-107.96569920500,38.83260975600,0
502,-107.96694702400,38.83441492700,0
503,-107.95274566000,38.82200924200,0
504,-107.95500361800,38.82265735300,0
505,-107.94288195100,38.81390734800,0
506,-107.94781380600,38.83460007000,0
507,-107.94787322600,38.83214688500,0
508,-107.95197320100,38.83210059700,0
509,-107.95161668100,38.83404463900,0
510,-107.95619201600,38.83288747800,0
511,-107.95886591300,38.82751800300,0
512,-107.95898475300,38.82580524100,0
513,-107.96130213000,38.82575894900,0
