,newID,ID,X,Y,YEAR,PresenceAb,Percent_Cov,X0716_blue,X0716_green,X0716_nir,X0716_red,,,,,,,,,
114,476,479,-109.0979996,39.13840103,2016,0,0,1450.818982,1642.965639,3061.241763,2038.947665,,,,,,,,,
115,388,314,-110.1949997,38.6631012,2016,0,0,1410.610355,1688.972808,3809.915743,2704.813399,,,,,,,,,
116,444,426,-108.6350021,38.08140182,2016,0,0,1418.870528,1628.859092,2914.871858,1872.81476,,,,,,,,,
117,300,175,-110.2109985,39.32369995,2016,0,0,1292.099237,1347.923232,2425.049386,1495.209722,,,,,,,,,
118,434,408,-108.6220016,39.04380035,2016,0,0,1282.056663,1369.378018,2499.075273,1633.870562,,,,,,,,,
119,376,292,-109.5370026,38.19589996,2016,0,0,1345.211466,1559.098932,3211.399829,2087.060443,,,,,,,,,
120,272,123,-109.4729996,38.92639923,2016,0,0,1408.334625,1452.888199,2535.579379,1756.288578,,,,,,,,,
121,336,226,-109.1200027,39.25170135,2016,0,0,1300.349781,1366.644167,2590.716708,1654.660392,,,,,,,,,
122,403,349,-108.4769974,39.0760994,2016,0,0,1371.197432,1324.973201,2496.647366,1398.038194,,,,,,,,,
123,244,80,-109.1299973,39.27000046,2016,0,0,1327.635851,1407.485513,2430.184265,1685.129153,,,,,,,,,
124,450,437,-109.651001,38.56600189,2016,0,0,1346.348538,1447.430959,2883.539353,2045.153244,,,,,,,,,
125,271,117,-109.302002,38.92810059,2016,0,0,1435.900348,1542.482183,2210.617536,1766.037112,,,,,,,,,
126,141,GR504,-110.105229,39.132962,2017,0,0,1259.807326,1352.892936,1691.114466,1420.206339,,,,,,,,,
127,294,167,-110.2870026,38.48490143,2016,0,0,1382.181136,1685.544286,3730.41741,2563.465833,,,,,,,,,
128,367,279,-108.9179993,39.35929871,2016,0,0,1350.685642,1440.920554,2462.788171,1677.706257,,,,,,,,,
129,253,93,-108.9550018,39.23690033,2016,0,0,1417.252375,1536.729068,2676.799032,1834.067787,,,,,,,,,
130,301,179,-109.2929993,39.62810135,2016,0,0,1691.112662,1824.818004,2516.653148,1824.090238,,,,,,,,,
131,452,439,-108.5299988,39.20330048,2016,0,0,1237.33447,1332.368163,2557.204603,1560.236652,,,,,,,,,
132,334,224,-109.0680008,39.10710144,2016,0,0,1348.075507,1464.53503,2617.665064,1802.805422,,,,,,,,,
133,186,GR817,-109.310354,38.810584,2017,0,0,1187.254631,1216.247061,2832.978078,1353.447868,,,,,,,,,
134,149,GR512,-110.264797,39.246581,2017,0,0,1240.337843,1236.552588,2641.419228,1340.410775,,,,,,,,,
135,134,GR420,-108.827646,38.428917,2017,0,0,1297.556425,1342.772655,2565.488493,1568.847111,,,,,,,,,
136,269,112,-110.012001,38.30199814,2016,0,0,1395.251785,1575.093771,2969.018326,2212.139609,,,,,,,,,
137,204,10,-108.6320038,39.13330078,2016,0,0,1472.786835,1582.638401,2497.253209,1867.772995,,,,,,,,,
138,422,383,-108.737999,39.03910065,2016,0,0,1305.57136,1370.015906,2603.920866,1584.570465,,,,,,,,,
139,420,379,-110.1809998,38.61980057,2016,0,0,1453.613133,1801.754976,3928.0365,2790.226219,,,,,,,,,
140,231,58,-109.0899963,39.18030167,2016,0,0,1300.749193,1395.144523,2450.179165,1667.106498,,,,,,,,,
141,484,493,-108.5940018,38.07709885,2016,0,0,1393.934583,1536.626755,2646.769612,1732.624222,,,,,,,,,
142,323,208,-108.8919983,39.23680115,2016,0,0,1268.880953,1364.595023,2572.507064,1422.211416,,,,,,,,,
143,337,228,-109.5169983,39.58240128,2016,0,0,1405.894202,1602.513685,3059.448398,1857.726492,,,,,,,,,
144,14,GR015,-110.071557,39.205041,2017,0,0,1234.495909,1312.556612,2930.40097,1331.446185,,,,,,,,,
145,291,161,-109.1699982,39.25429916,2016,0,0,1287.361999,1414.921405,2396.09994,1659.145838,,,,,,,,,
146,268,111,-108.7770004,38.04550171,2016,0,0,1349.816606,1492.363495,2544.687788,1697.766845,,,,,,,,,
147,468,465,-109.1999969,39.04520035,2016,0,0,1362.668123,1515.131159,2902.953586,1952.110955,,,,,,,,,
148,226,49,-109.8889999,38.27019882,2016,0,0,1203.165305,1344.246421,2980.137122,2036.453004,,,,,,,,,
149,351,250,-109.689003,39.57360077,2016,0,0,1353.679305,1442.677534,2718.377899,1582.051476,,,,,,,,,
150,358,262,-109.552002,38.47639847,2016,0,0,1285.00724,1411.699912,2861.301174,1916.028758,,,,,,,,,
151,342,235,-108.5479965,39.23419952,2016,0,0,1264.979899,1312.200087,2302.983075,1525.551276,,,,,,,,,
152,241,75,-109.1090012,39.21519852,2016,0,0,1209.195141,1259.229751,2291.555708,1523.26928,,,,,,,,,
153,329,218,-109.1880035,38.90439987,2016,0,0,1286.152547,1360.233137,2696.58395,1782.447909,,,,,,,,,
154,306,184,-108.5830002,39.06510162,2016,0,0,1227.009232,1173.735321,2644.74249,1199.606966,,,,,,,,,
155,414,370,-109.0339966,39.36190033,2016,0,0,1123.830803,1136.16872,2271.679371,1409.241723,,,,,,,,,
156,341,234,-109.3720016,39.17879868,2016,0,0,1350.365672,1476.600001,2434.718804,1755.394407,,,,,,,,,
157,464,457,-108.7890015,39.36930084,2016,0,0,1284.042996,1394.02627,2394.198811,1651.618495,,,,,,,,,
158,292,165,-108.6660004,39.12080002,2016,0,0,1351.497515,1362.156061,2295.030541,1479.315999,,,,,,,,,
159,138,GR501,-110.102421,39.133458,2017,0,0,1247.554161,1336.204012,2112.285074,1361.224933,,,,,,,,,
160,354,254,-109.401001,38.19509888,2016,0,0,1295.861854,1490.192962,3151.594735,2078.474881,,,,,,,,,
161,395,331,-109.0270004,39.17089844,2016,0,0,1264.785285,1356.71663,2633.098678,1738.689032,,,,,,,,,
162,281,142,-109.401001,39.13410187,2016,0,0,1264.241329,1322.497198,2477.328482,1587.500803,,,,,,,,,
163,233,61,-109.1320038,39.11349869,2016,0,0,1330.985594,1468.631955,2658.839466,1750.320323,,,,,,,,,
164,451,438,-108.5889969,38.99679947,2016,0,0,1363.378264,1450.181184,2550.596754,1664.926486,,,,,,,,,
165,115,GR401,-110.10903,39.13149,2017,0,0,1317.560955,1416.260877,1837.399279,1502.090792,,,,,,,,,
166,472,473,-109.6009979,38.46910095,2016,0,0,1320.83119,1498.991772,3040.306324,2138.295467,,,,,,,,,
167,31,GR035,-109.532962,38.609176,2017,0,0,1241.766851,1317.621963,2941.040109,1572.437352,,,,,,,,,
168,210,20,-109.5830002,38.59960175,2016,0,0,1239.406322,1178.880392,1970.236723,1276.12569,,,,,,,,,
169,216,31,-109.9530029,38.25590134,2016,0,0,1295.332601,1471.533074,3098.730913,2119.681522,,,,,,,,,
170,331,221,-108.3960037,38.99850082,2016,0,0,1198.155029,1210.114635,2256.282193,1269.161957,,,,,,,,,
171,260,101,-109.6569977,38.32619858,2016,0,0,1305.314594,1447.803674,2641.848907,1953.167253,,,,,,,,,
172,238,69,-109.6060028,38.46860123,2016,0,0,1306.138686,1466.936069,3326.673729,2424.708967,,,,,,,,,
173,174,GR805,-109.580068,38.570751,2017,0,0,1197.503193,1240.172985,2830.986325,1259.930057,,,,,,,,,
174,364,273,-108.1610031,39.38529968,2016,0,0,1354.490199,1421.83052,2381.199013,1667.629554,,,,,,,,,
175,419,378,-108.4260025,38.79140091,2016,0,0,1340.739716,1477.911323,2558.843165,1811.022981,,,,,,,,,
176,86,GR225,-109.558973,38.604096,2017,0,0,1193.457946,1192.363342,2346.19077,1321.816221,,,,,,,,,
177,378,296,-109.9150009,38.33369827,2016,0,0,1264.637574,1380.831628,2727.261999,1952.569558,,,,,,,,,
178,274,127,-109.072998,39.2806015,2016,0,0,1196.797729,1243.227488,2165.262451,1506.872379,,,,,,,,,
179,70,GR209,-110.079137,39.192335,2017,0,0,1251.8463,1321.451109,2904.723716,1399.784252,,,,,,,,,
180,483,490,-108.9759979,39.36330032,2016,0,0,1253.719341,1301.982293,2422.326597,1524.097955,,,,,,,,,
181,385,309,-109.1299973,39.37939835,2016,0,0,1329.308391,1445.7753,2566.68776,1642.342936,,,,,,,,,
182,280,141,-108.5690002,38.99779892,2016,0,0,1267.316916,1349.097123,2459.420504,1480.449965,,,,,,,,,
183,458,446,-109.2139969,38.74940109,2016,0,0,1290.384492,1376.221263,2598.256427,1762.818789,,,,,,,,,
184,229,52,-108.961998,39.43600082,2016,0,0,1171.180535,1225.800457,2566.792851,1457.486512,,,,,,,,,
185,424,386,-109.2399979,39.09360123,2016,0,0,1275.660438,1304.88007,2542.646923,1601.076665,,,,,,,,,
186,285,152,-109.3690033,38.74779892,2016,0,0,1236.874248,1322.139518,2714.312889,2031.487082,,,,,,,,,
187,209,18,-109.3170013,39.06290054,2016,0,0,1210.237009,1261.792685,2484.431062,1632.784277,,,,,,,,,
188,345,242,-110.0159988,38.62260056,2016,0,0,1510.1265,1737.7059,2496.174113,2229.12442,,,,,,,,,
189,94,GR301,-110.106657,39.132725,2017,0,0,1243.701501,1334.799703,1539.382384,1393.209352,,,,,,,,,
190,63,GR202,-110.100261,39.13481,2017,0,0,1171.111203,1220.117194,3111.684121,1157.228037,,,,,,,,,
191,236,67,-109.552002,39.04710007,2016,0,0,1244.024541,1297.252748,2372.959579,1490.315888,,,,,,,,,
192,352,252,-109.6729965,38.3280983,2016,0,0,1284.904121,1551.046775,3434.397305,2460.323005,,,,,,,,,
193,404,351,-108.4290009,38.85139847,2016,0,0,1342.344774,1500.62964,2625.633098,1864.256657,,,,,,,,,
194,167,GR530,-108.834366,38.432263,2017,0,0,1186.283028,1218.916383,2558.596161,1312.934123,,,,,,,,,
195,426,391,-108.9219971,38.082901,2016,0,0,1266.196885,1399.824657,2600.336378,1744.926646,,,,,,,,,
196,259,100,-109.4380035,38.29399872,2016,0,0,1236.26863,1435.709669,3091.717985,2020.122315,,,,,,,,,
197,380,299,-110.151001,39.62779999,2016,0,0,1265.60933,1303.583161,2492.034221,1462.199197,,,,,,,,,
198,465,458,-109.322998,38.16019821,2016,0,0,1196.373136,1304.377643,2676.330995,1687.878495,,,,,,,,,
199,251,91,-108.5579987,38.07730103,2016,0,0,1325.163425,1473.049527,2665.273779,1641.32768,,,,,,,,,
200,456,444,-108.6669998,39.11149979,2016,0,0,1379.881752,1491.793161,892.5010221,1613.273816,,,,,,,,,
201,455,443,-109.8570023,38.55450058,2016,0,0,1262.127407,1370.905559,2873.998004,1863.384782,,,,,,,,,
202,375,291,-108.5780029,39.23609924,2016,0,0,1302.464998,1348.663679,2257.015019,1527.479309,,,,,,,,,
203,263,104,-109.9459991,38.42969894,2016,0,0,1310.110443,1434.305113,2877.685479,1951.995303,,,,,,,,,
204,267,110,-108.4029999,39.11090088,2016,0,0,1168.895863,1191.773598,2644.905898,1406.736552,,,,,,,,,
205,24,GR028,-109.590905,38.556271,2017,0,0,1137.088226,1241.468286,3455.537134,1391.875424,,,,,,,,,
206,252,92,-108.2590027,39.31470108,2016,0,0,1261.522478,1319.169534,2372.347634,1578.49561,,,,,,,,,
207,353,253,-108.3939972,39.23550034,2016,0,0,1189.889731,1218.280539,2322.103497,1327.95181,,,,,,,,,
208,347,244,-109.1959991,39.36309814,2016,0,0,1184.248017,1232.521246,2450.12575,1280.542401,,,,,,,,,
209,325,212,-109.5579987,38.3443985,2016,0,0,1259.971485,1355.171907,2767.187037,1797.57789,,,,,,,,,
210,299,174,-109.5940018,38.60300064,2016,0,0,1269.298483,1407.806252,2876.039841,2117.333601,,,,,,,,,
211,355,257,-108.3170013,39.48239899,2016,0,0,1319.164655,1377.705474,2219.386287,1547.943389,,,,,,,,,
212,459,447,-108.9530029,39.24369812,2016,0,0,1189.963105,1230.82535,2524.000464,1481.064793,,,,,,,,,
213,322,206,-109.612999,39.07709885,2016,0,0,1140.520503,1140.80981,2181.156268,1236.631928,,,,,,,,,
214,296,169,-109.2580032,38.89149857,2016,0,0,1235.575425,1398.41008,1657.449051,1601.563167,,,,,,,,,
215,327,216,-110.3759995,38.89749908,2016,0,0,1136.033812,962.9042566,1589.984344,920.096406,,,,,,,,,
216,482,485,-109.4649963,38.59090042,2016,0,0,1158.498116,1171.560823,2295.420417,1467.787429,,,,,,,,,
217,265,108,-109.6100006,38.21089935,2016,0,0,1229.74021,1386.035057,2977.721635,1977.292096,,,,,,,,,
218,430,398,-108.5360031,38.24810028,2016,0,0,1739.59611,1533.698884,3806.771805,1567.603701,,,,,,,,,
219,239,71,-109.3209991,38.7602005,2016,0,0,1180.843774,1225.638949,2495.687521,1739.518103,,,,,,,,,
220,220,38,-108.8359985,39.0298996,2016,0,0,1230.844479,1388.311273,2718.830587,1781.073219,,,,,,,,,
221,454,442,-109.0910034,39.34700012,2016,0,0,1158.071434,1203.407624,2229.827578,1441.929442,,,,,,,,,
222,135,GR421,-108.829019,38.428278,2017,0,0,1183.28039,1197.651728,2397.785396,1383.91719,,,,,,,,,
223,143,GR506,-110.112537,39.118611,2017,0,0,1122.903812,1035.424626,2195.737573,994.0660765,,,,,,,,,
224,457,445,-108.7450027,38.12659836,2016,0,0,1181.438657,1271.575975,2328.586329,1505.706408,,,,,,,,,
225,30,GR034,-109.557903,38.606959,2017,0,0,1063.908686,1024.859802,2495.08026,984.1024668,,,,,,,,,
226,245,81,-109.4700012,38.32189941,2016,0,0,1212.706397,1404.075498,3005.807906,2011.754558,,,,,,,,,
227,425,387,-109.6460037,38.33039856,2016,0,0,1172.291717,1255.500118,2635.46866,1925.488438,,,,,,,,,
228,273,125,-108.3290024,39.37969971,2016,0,0,1143.478071,1171.019953,2543.410629,1365.834056,,,,,,,,,
229,400,346,-108.1159973,39.3973999,2016,0,0,1245.525767,1237.477757,2358.249055,1449.36006,,,,,,,,,
230,278,135,-109.5049973,39.43909836,2016,0,0,1147.072343,1203.395033,2448.0363,1390.902882,,,,,,,,,
231,262,103,-109.2080002,38.26399994,2016,0,0,1125.645769,1223.727341,2453.319897,1491.149361,,,,,,,,,
232,234,64,-108.1149979,39.39500046,2016,0,0,1109.805,1107.815599,2144.254765,1224.031389,,,,,,,,,
233,374,290,-109.75,38.44169998,2016,0,0,1290.75354,1468.724248,2283.742254,1953.282316,,,,,,,,,
234,312,193,-109.3850021,39.59170151,2016,0,0,1221.769142,1277.974808,2411.312659,1290.577893,,,,,,,,,
