,ID,X,Y,YEAR,PresenceAb,Percent_Cov,X0415_blue,blue,green,red,nir
192,252,-109.6729965,38.3280983,2016,0,0,1253.844504,0.816553237,-911454.8438,0.389384482,1468.660016
193,351,-108.4290009,38.85139847,2016,0,0,1253.614512,0.81745752,-438134.1733,0.269570524,1323.309582
194,GR530,-108.834366,38.432263,2017,0,0,1252.681361,0.843022089,-601742.6081,0.252570948,1330.909482
195,391,-108.9219971,38.082901,2016,0,0,1251.821329,0.828281461,-579264.6762,0.288858169,1339.507398
196,100,-109.4380035,38.29399872,2016,0,0,1241.693382,0.836491658,-998892.9433,0.362178302,1406.357044
197,299,-110.151001,39.62779999,2016,0,0,1238.960171,0.844545778,-550383.3924,0.268874184,1216.884581
198,458,-109.322998,38.16019821,2016,0,0,1234.939385,0.824794578,-663298.2806,0.329201753,1346.29972
199,91,-108.5579987,38.07730103,2016,0,0,1232.460402,0.830443394,-461435.7095,0.245385309,1292.084174
200,444,-108.6669998,39.11149979,2016,0,0,1230.690343,0.282161544,-524170.3315,-0.448568124,1310.417552
201,443,-109.8570023,38.55450058,2016,0,0,1227.948481,0.845589916,-1017606.153,0.365647216,1324.621237
202,291,-108.5780029,39.23609924,2016,0,0,1226.373249,0.837399822,-501696.019,0.253444764,1260.095644
203,104,-109.9459991,38.42969894,2016,0,0,1223.233537,0.831043023,-682691.4021,0.335692393,1284.145397
204,110,-108.4029999,39.11090088,2016,0,0,1222.477521,0.868762526,-886776.0541,0.31211628,1216.537159
205,GR028,-109.590905,38.556271,2017,0,0,1218.182005,0.926813075,-3590076.565,0.436385274,1407.696853
206,92,-108.2590027,39.31470108,2016,0,0,1216.933203,0.845806077,-644669.0448,0.297865906,1226.372497
207,253,-108.3939972,39.23550034,2016,0,0,1215.495886,0.870136193,-807258.9334,0.294600438,1197.476926
208,244,-109.1959991,39.36309814,2016,0,0,1209.723903,0.876301976,-963913.8039,0.296343062,1261.789867
209,212,-109.5579987,38.3443985,2016,0,0,1209.304905,0.840105899,-766699.4961,0.337805406,1270.626314
210,174,-109.5940018,38.60300064,2016,0,0,1207.839987,0.819464701,-726530.1653,0.370977017,1336.411081
211,257,-108.3170013,39.48239899,2016,0,0,1207.514568,0.815133531,-273752.2466,0.219334394,1187.258319
212,447,-108.9530029,39.24369812,2016,0,0,1205.095393,0.868845986,-797609.238,0.302917555,1176.942475
213,206,-109.612999,39.07709885,2016,0,0,1204.98726,0.860556514,-618159.8181,0.286947962,1124.057799
214,169,-109.2580032,38.89149857,2016,0,0,1202.868797,0.638757293,-48120.63752,-0.075501031,1256.776675
215,216,-110.3759995,38.89749908,2016,0,0,1201.292036,0.770555964,-45810.48934,0.108453125,1006.62819
216,485,-109.4649963,38.59090042,2016,0,0,1200.902348,0.845439354,-745169.4504,0.331383575,1226.802705
217,108,-109.6100006,38.21089935,2016,0,0,1200.871764,0.83078561,-792965.1242,0.361595711,1307.111274
218,398,-108.5360031,38.24810028,2016,0,0,1200.237575,0.919899902,-2512756.526,0.419993421,1259.274544
219,71,-109.3209991,38.7602005,2016,0,0,1197.515345,0.821252748,-517057.5616,0.330248325,1219.55192
220,38,-108.8359985,39.0298996,2016,0,0,1195.406744,0.830316562,-625267.4787,0.309853241,1308.945622
221,442,-109.0910034,39.34700012,2016,0,0,1189.989716,0.880337997,-1132895.09,0.339345621,1217.762552
222,GR421,-108.829019,38.428278,2017,0,0,1187.431812,0.794707118,-123649.6775,0.167199131,1080.636035
223,GR506,-110.112537,39.118611,2017,0,0,1183.279744,0.858766832,-463828.5506,0.24358616,1080.190421
224,445,-108.7450027,38.12659836,2016,0,0,1182.341118,0.832040976,-491561.9525,0.279061178,1226.104752
225,GR034,-109.557903,38.606959,2017,0,0,1181.324352,0.847594279,-451326.6396,0.271771288,1073.852672
226,81,-109.4700012,38.32189941,2016,0,0,1171.41773,0.836703498,-897163.0905,0.376476277,1287.544412
227,387,-109.6460037,38.33039856,2016,0,0,1169.287624,0.812018336,-499038.9975,0.35616564,1220.781454
228,125,-108.3290024,39.37969971,2016,0,0,1164.134686,0.890366895,-1115333.648,0.347472973,1129.79818
229,346,-108.1159973,39.3973999,2016,0,0,1163.253351,0.864932903,-767357.5112,0.311390459,1157.708284
230,135,-109.5049973,39.43909836,2016,0,0,1160.543797,0.852442432,-667914.2486,0.308497576,1169.49892
231,103,-109.2080002,38.26399994,2016,0,0,1154.828696,0.854979925,-799944.7589,0.324784312,1215.427286
232,64,-108.1149979,39.39500046,2016,0,0,1153.184503,0.877690339,-896004.1481,0.326461055,1129.960637
233,290,-109.75,38.44169998,2016,0,0,1151.680734,0.553721561,-180724.5922,-0.144880097,1185.700681
234,193,-109.3850021,39.59170151,2016,0,0,1150.168156,0.890234887,-991940.3187,0.312426831,1153.428644
235,GR118,-109.647004,38.548037,2017,0,0,1147.171867,0.886128866,-854486.4086,0.314110413,1087.692489
236,155,-108.7369995,39.19390106,2016,0,0,1143.910074,0.980543946,-4632390.264,0.476728771,1208.013198
237,333,-108.8889999,39.05849838,2016,0,0,1143.256334,0.865072989,-807305.0091,0.332404604,1132.16212
238,223,-109.4700012,38.49720001,2016,0,0,1142.953634,0.922887889,-2560565.017,0.438078,1201.929566
239,384,-108.9329987,38.34730148,2016,0,0,1141.408759,0.915226573,-1663880.812,0.389129551,1124.139315
240,429,-108.7529984,39.00619888,2016,0,0,1136.755445,0.838274377,-654308.5911,0.325624577,1221.617688
241,196,-109.7409973,39.43709946,2016,0,0,1134.372608,0.885842066,-907925.7704,0.304845399,1145.970256
242,GR231,-109.324063,38.761008,2017,0,0,1134.028996,0.683597868,-6072.044649,-0.001400098,1148.871922
243,423,-109.3499985,38.69850159,2016,0,0,1131.956732,0.823833034,-552461.3823,0.363618972,1144.83013
244,412,-109.9550018,39.53310013,2016,0,0,1129.748577,0.870786718,-701048.396,0.307356799,1081.317864
245,GR529,-108.804319,38.368393,2017,0,0,1129.351774,0.854144937,-681005.5666,0.31901466,1141.761506
246,16,-108.8509979,39.00590134,2016,0,0,1127.930706,0.855364176,-687194.9351,0.31872753,1139.270479
247,368,-108.3440018,39.39640045,2016,0,0,1123.453736,0.834142915,-348018.352,0.243331486,1097.365474
248,324,-108.3150024,39.33190155,2016,0,0,1122.705304,0.837076512,-363461.8176,0.228320482,1134.00368
249,145,-109.3399963,38.68690109,2016,0,0,1122.584639,0.818918018,-465946.8986,0.34519407,1140.731287
250,456,-109.6330032,38.54339981,2016,0,0,1121.007198,-0.229885054,-763026.1828,-0.546795444,1205.174263
251,GR815,-109.482634,38.680275,2017,0,0,1120.686676,0.891990311,-981543.5521,0.333008848,1086.86937
252,197,-108.8909988,39.00910187,2016,0,0,1120.489343,0.856473596,-763314.2044,0.336762026,1145.50348
253,274,-108.6650009,39.19829941,2016,0,0,1118.210455,0.953805458,-2544524.656,0.410726452,1146.670545
254,478,-108.8860016,39.02600098,2016,0,0,1110.499338,0.869984159,-919694.0145,0.340026783,1156.20315
255,246,-108.3610001,39.52489853,2016,0,0,1108.026161,0.850080251,-463316.5583,0.272302699,1069.856914
256,43,-108.9049988,38.98889923,2016,0,0,1107.135456,0.894679199,-1253275.838,0.37401936,1104.346326
257,392,-108.7399979,39.50719833,2016,0,0,1104.976033,0.926190453,-1711069.983,0.388161126,1094.376545
258,79,-109.4179993,38.64569855,2016,0,0,1103.661599,0.878979633,-914168.634,0.352882356,1068.13078
259,230,-108.9380035,38.65129852,2016,0,0,1098.153056,0.845850382,-669008.0057,0.331566455,1158.897366
260,461,-108.6790009,38.34320068,2016,0,0,1096.239217,0.849802379,-469752.113,0.277018262,1068.176721
261,482,-108.7210007,39.13479996,2016,0,0,1093.678088,0.746295565,-14930.60251,0.051448428,1027.175403
262,237,-109.0550003,38.87900162,2016,0,0,1093.341735,0.885733509,-969298.5775,0.344919678,1083.11067
263,365,-108.7590027,39.48020172,2016,0,0,1091.653652,0.888182917,-849468.8358,0.322051181,1055.043645
264,84,-109.7220001,38.41719818,2016,0,0,1091.347883,0.821767467,-529468.045,0.37472847,1110.273601
265,281,-108.6490021,38.14410019,2016,0,0,1087.272074,0.853886476,-453845.3895,0.272985156,1032.837612
266,469,-108.8960037,38.9905014,2016,0,0,1080.315809,0.96166271,-3006128.743,0.459991776,1075.842252
267,102,-109.3759995,38.57220078,2016,0,0,1076.940389,0.874824747,-988738.5524,0.362568801,1109.854104
268,50,-110.3649979,39.04700089,2016,0,0,1076.691787,0.770322756,-42967.0766,0.120947105,953.9322753
269,GR527,-108.804358,38.367333,2017,0,0,1075.813173,0.869392552,-753025.5205,0.323862008,1088.457542
270,411,-108.9380035,38.46620178,2016,0,0,1075.50676,0.88349821,-957671.7007,0.333975762,1115.673332
271,353,-109.4690018,39.25080109,2016,0,0,1070.580187,0.85170513,-501874.1618,0.318126034,996.9602373
272,GR012,-110.07485,39.198778,2017,0,0,1068.620402,0.766929291,-33805.06104,0.092340682,945.362314
273,204,-108.6480026,38.1833992,2016,0,0,1063.155969,0.856131007,-593898.265,0.313903152,1065.689102
274,483,-109.0780029,39.09909821,2016,0,0,1062.976099,1.007696954,-5210859.433,0.515818528,1072.157708
275,448,-108.8069992,39.01750183,2016,0,0,1061.866602,0.846375125,-491996.916,0.306392722,1047.695781
276,160,-108.6360016,39.3783989,2016,0,0,1059.518459,0.875526938,-637959.2663,0.318194045,982.2083202
277,GR528,-108.804487,38.367901,2017,0,0,1058.400112,0.88075189,-862030.5213,0.342966554,1051.483524
278,72,-108.7480011,38.31409836,2016,0,0,1057.876919,0.846096359,-393309.6386,0.259966243,1038.231997
279,98,-109.2429962,39.49140167,2016,0,0,1053.734124,0.892740026,-903028.5228,0.345466957,1010.049988
280,GR321,-108.834636,38.432106,2017,0,0,1053.178403,0.91596938,-1038360.682,0.336521664,999.5981207
281,130,-109.4449997,39.31900024,2016,0,0,1050.089122,0.883739049,-626231.1696,0.308649796,953.6187283
282,480,-108.6220016,38.70280075,2016,0,0,1046.094789,0.864915023,-730488.3339,0.33988312,1059.912864
283,225,-108.7789993,39.18840027,2016,0,0,1044.765575,1.013214771,-5208250.257,0.517291906,1052.67375
284,106,-108.7580032,39.50040054,2016,0,0,1043.935698,0.905030627,-1033715.667,0.357485644,995.2616627
285,166,-108.4449997,39.46110153,2016,0,0,1043.393145,0.86602681,-529004.4355,0.298518154,983.0402514
286,131,-109.9509964,38.22460175,2016,0,0,1040.884944,0.807552513,-201372.4867,0.262776872,993.1714861
287,GR524,-108.817468,38.362067,2017,0,0,1040.696136,0.813643759,-223294.8725,0.232636202,1056.156011
288,287,-109.1210022,38.32910156,2016,0,0,1036.383222,0.976770519,-2984584.969,0.462676935,1016.503579
289,470,-108.4410019,38.75450134,2016,0,0,1032.096292,0.883071141,-738668.4734,0.324584637,1002.885102
290,289,-108.7009964,39.44589996,2016,0,0,1026.706034,0.902917918,-904675.9948,0.341256278,975.0523161
291,88,-108.6709976,38.40750122,2016,0,0,1025.9047,0.855828396,-555474.3701,0.308533978,1044.877293
292,77,-109.2919998,38.21989822,2016,0,0,1024.761447,0.87317252,-806539.4854,0.365306748,1004.810043
293,302,-109.1829987,39.49300003,2016,0,0,1022.108088,0.850607954,-403293.2429,0.272358555,994.8145568
294,498,-108.3759995,38.68370056,2016,0,0,1018.918372,0.870389828,-669511.5657,0.313821585,1043.939687
295,243,-109.362999,38.63550186,2016,0,0,1017.618992,0.851075348,-807151.5213,0.404183515,1040.921072
296,428,-108.5510025,38.80110168,2016,0,0,1017.508682,0.896075872,-1007723.446,0.365397743,1003.892506
297,202,-108.6289978,39.09189987,2016,0,0,1015.217071,0.400794455,-190376.805,-0.408161366,1009.512289
298,247,-109.3420029,39.57970047,2016,0,0,1009.331298,0.871180274,-428813.4088,0.268544598,918.6446582
299,GR413,-108.82842,38.35839,2017,0,0,1000.15292,0.848402677,-497648.2546,0.324837777,998.3916402
300,2,-109.8219986,39.37810135,2016,0,0,994.6860389,0.861866692,-345924.1708,0.258033222,888.5872799
301,60,-109.2249985,38.32839966,2016,0,0,993.2329514,0.900273748,-792726.358,0.347282635,910.8847603
302,GR531,-108.834803,38.432353,2017,0,0,973.3446142,0.914696378,-979989.644,0.355263206,935.4412807
303,214,-109.0579987,38.37929916,2016,0,0,969.0725808,0.888437255,-734613.0038,0.35489743,909.8998217
304,GR523,-108.815008,38.363038,2017,0,0,965.6584838,0.865352532,-491702.7759,0.293273337,962.3323103
305,173,-108.3710022,39.37049866,2016,0,0,964.6411133,0.902238407,-645300.9264,0.324182068,858.373506
306,248,-109.1900024,38.68239975,2016,0,0,960.5770909,0.857264246,-605058.6851,0.364036,953.9680788
307,217,-108.9680023,39.57089996,2016,0,0,960.439173,0.910891801,-989427.3774,0.387897934,885.1034711
308,481,-108.2750015,38.99919891,2016,0,0,955.9442491,0.881827851,-573391.7458,0.318969503,900.3374077
309,17,-108.401001,38.62509918,2016,0,0,951.76565,0.901892841,-1140223.736,0.411504678,933.357534
310,11,-108.5339966,38.11169815,2016,0,0,951.2338163,0.881049403,-554014.4224,0.316994817,892.3579193
311,297,-108.4110031,39.50299835,2016,0,0,948.7349796,0.884065536,-459149.881,0.293298104,843.3444363
312,89,-109.288002,38.54869843,2016,0,0,945.7622356,0.911744291,-908253.4108,0.374052858,872.8714085
313,28,-109.2639999,38.66600037,2016,0,0,938.281426,0.897535843,-881269.0465,0.374157505,913.9210914
314,8,-108.5930023,38.66600037,2016,0,0,916.2754774,0.894041135,-662258.7474,0.365323172,821.675709
315,417,-109.1159973,39.07619858,2016,0,0,906.2175332,1.135724854,-21716768.46,0.702691234,922.0829998
316,459,-108.7369995,38.94820023,2016,0,0,901.6698033,0.898152684,-518038.6885,0.3173509,795.2094966
317,53,-108.2570038,39.24580002,2016,0,0,895.7752773,0.539787464,-62341.66304,-0.275650111,832.4792847
318,433,-109.0360031,39.56129837,2016,0,0,891.345403,0.875866072,-363614.5597,0.303337632,765.1546953
319,316,-109.1480026,39.43370056,2016,0,0,862.4703088,0.988761153,-1614869.947,0.452593055,741.1049199
320,68,-108.8980026,39.54460144,2016,0,0,855.8136096,0.944785419,-817833.1474,0.357541536,759.5259814
321,200,-109.25,38.59540176,2016,0,0,854.0489314,0.950086347,-1010655.604,0.401602916,748.0088642
322,82,-108.7190018,39.47190094,2016,0,0,849.4539436,0.887202629,-342008.2162,0.30895254,692.6974728
323,188,-108.4580002,38.98339844,2016,0,0,834.7436147,0.579093319,-13721.74415,-0.343125816,605.2557046
324,148,-108.6050034,38.46839905,2016,0,0,824.7226098,0.916958361,-584906.8858,0.367038105,697.1009953
325,211,-109.4280014,39.49039841,2016,0,0,813.2837493,0.974213376,-990805.6894,0.391392871,702.8778914
326,476,-108.5110016,38.59980011,2016,0,0,785.9243646,0.909184683,-390454.3447,0.334738212,633.0876881
327,359,-108.723999,39.59030151,2016,0,0,756.2924751,1.008780061,-1421508.344,0.466381836,636.356174
328,484,-108.552002,39.4151001,2016,0,0,660.4112922,1.010307962,-580988.991,0.397317588,480.4529699
329,GR408,-110.268914,39.250877,2017,1,3,1226.061661,0.829493577,-277304.3835,0.205817303,1096.686618
330,GR216,-110.180736,38.905949,2017,1,5,1959.529495,0.78750646,-422647.6294,0.190099112,2063.775127
331,GR102,-110.099882,39.139333,2017,1,5,1845.755855,0.814981068,-958501.9608,0.245305278,2104.602856
332,GR304,-110.11439,39.121352,2017,1,5,1551.567518,0.834060631,-846612.4993,0.254694646,1671.01001
333,GR203,-110.098812,39.137321,2017,1,5,1433.761251,0.858372256,-1062489.275,0.277089681,1524.560696
334,GR006,-110.115689,39.153941,2017,1,5,1387.856538,0.738732369,-24285.62264,0.09779647,1469.357232
335,GR409,-110.367431,38.850262,2017,1,5,1344.165618,0.802050918,-191745.2318,0.185020698,1202.924469
336,GR315,-108.825907,38.360697,2017,1,5,1260.310144,0.834417949,-567543.4925,0.276687319,1301.770652
337,GR016,-110.071604,39.206806,2017,1,5,1245.273731,0.774525724,-88155.78941,0.136080418,1245.256343
338,GR804,-109.583178,38.577995,2017,1,5,1245.248118,0.777710979,-100191.2886,0.147057798,1242.334674
339,GR316,-108.825093,38.360972,2017,1,5,1192.481002,0.786648918,-128926.3489,0.173423401,1192.600329
340,GR230,-109.413267,38.695493,2017,1,5,1188.80978,0.700680292,-781.6752611,0.081445646,1279.051666
341,GR115,-109.590059,38.556772,2017,1,5,1146.534258,0.96505999,-2630471.727,0.428280943,1077.559558
342,GR207,-110.078139,39.194452,2017,1,10,1643.99746,0.776631114,-235279.0765,0.17105368,1837.919687
343,GR215,-110.17935,38.905968,2017,1,10,1578.871336,0.802397676,-351359.5316,0.195510828,1587.400787
344,GR206,-110.077657,39.194856,2017,1,10,1429.139379,0.873215007,-1475869.264,0.309920379,1539.7385
345,GR039,-109.308722,38.811203,2017,1,10,1277.663833,0.797455052,-222348.8262,0.200995476,1312.236943
346,GR515,-110.265999,39.248591,2017,1,10,1274.716104,0.810176373,-223424.7317,0.182363966,1209.893248
347,GR307,-110.267125,39.249985,2017,1,10,1225.095145,0.823277268,-269878.4537,0.208023821,1129.320642
348,GR402,-110.107898,39.132072,2017,1,10,1211.206842,0.683877545,-6035.531716,-0.027029826,1220.401867
349,GR419,-108.827306,38.429639,2017,1,10,1172.609715,0.832512671,-322526.2101,0.244683688,1065.810829
350,GR318,-108.82412,38.361621,2017,1,10,1161.149355,0.774779731,-89176.24816,0.156039613,1198.081823
351,GR811,-109.558528,38.606142,2017,1,10,1134.578936,0.846532416,-379653.4059,0.260345117,1016.379832
352,GR416,-108.803466,38.369997,2017,1,10,1122.492424,0.846106685,-483954.8346,0.273146569,1119.279294
353,GR812,-109.558383,38.607658,2017,1,10,1105.687257,0.867200182,-513434.4581,0.279248365,1003.550647
354,GR417,-108.825792,38.429975,2017,1,10,1036.688214,0.847304215,-298372.0486,0.231158432,954.1761471
355,GR221,-109.588885,38.557403,2017,1,10,1015.032788,0.968136661,-1747098.596,0.407704451,914.3910242
356,GR518,-110.365207,38.840695,2017,1,15,1751.540853,0.799092624,-496950.8235,0.237569943,1785.810561
357,GR212,-110.083708,39.19226,2017,1,15,1621.725197,0.754716681,-94843.02447,0.141301909,1783.50535
358,GR111,-110.179773,38.908602,2017,1,15,1410.335342,0.636652916,-73940.41539,-0.058798416,1460.040462
359,GR110,-110.178853,38.911755,2017,1,15,1409.564746,0.807877831,-280383.5202,0.199879315,1334.340442
360,GR004,-110.108301,39.144754,2017,1,15,1388.269333,0.865587765,-1120593.678,0.29527999,1444.119648
361,GR404,-110.114171,39.122884,2017,1,15,1387.462812,0.792375504,-217907.7086,0.164331352,1479.395145
362,GR509,-110.114011,39.119904,2017,1,15,1385.14311,0.863319854,-1021589.318,0.282784317,1435.133253
363,GR513,-110.265385,39.247577,2017,1,15,1360.678771,0.83518841,-537733.4413,0.246294066,1345.230147
364,GR511,-110.264785,39.24555,2017,1,15,1325.778327,0.84676978,-574998.8602,0.256669172,1258.584257
365,GR310,-110.266579,39.249273,2017,1,15,1322.629887,0.828928539,-417709.409,0.232108955,1278.778861
366,GR205,-110.111476,39.160293,2017,1,15,1289.585332,0.791429459,-165902.2087,0.161576235,1312.039432
367,GR806,-109.58375,38.562658,2017,1,15,1287.948258,0.835318471,-566890.4301,0.280702659,1281.546196
368,GR113,-109.580278,38.570407,2017,1,15,1261.118906,0.822956076,-361655.5942,0.239055977,1227.558061
369,GR024,-109.58045,38.569738,2017,1,15,1257.824043,0.784936785,-131597.9793,0.175259351,1225.177867
370,GR123,-109.412089,38.696368,2017,1,15,1256.319873,0.808274624,-278596.7971,0.224513937,1258.616625
371,GR314,-108.826317,38.360651,2017,1,15,1202.078635,0.824611031,-365593.4786,0.239847253,1216.292317
372,GR508,-110.113421,39.119574,2017,1,15,1189.242141,0.899208984,-990859.2424,0.309975614,1112.411221
373,GR816,-109.410991,38.695736,2017,1,15,1173.468125,0.777704997,-86598.04818,0.151482495,1144.819259
374,GR507,-110.112993,39.119135,2017,1,15,1151.765534,0.886768537,-698364.0451,0.279280258,1058.184225
375,GR411,-108.83073,38.35836,2017,1,15,1114.08383,0.778915992,-91012.9058,0.162186597,1129.75328
376,GR037,-109.409539,38.69522,2017,1,15,1090.940016,0.727567413,-4767.742275,0.050322942,1102.91611
377,GR415,-108.803987,38.369559,2017,1,15,1069.21859,0.852527566,-474288.6981,0.288872441,1028.505196
378,GR526,-108.819763,38.361136,2017,1,15,1068.050748,0.773220031,-63315.3675,0.131123065,1086.397483
379,GR030,-109.60258,38.538784,2017,1,15,982.0503546,0.978144222,-1885642.324,0.431022795,871.0405733
380,GR007,-110.114665,39.156043,2017,1,20,1489.057151,0.80547975,-379075.0569,0.208089152,1559.32767
381,GR020,-110.179604,38.906662,2017,1,20,1460.35001,0.652394642,-51944.96162,-0.033787788,1514.116546
382,GR311,-110.266398,39.249044,2017,1,20,1437.744423,0.829117316,-562519.2557,0.245784589,1439.350717
383,GR210,-110.080522,39.192332,2017,1,20,1414.487302,0.839805124,-694617.5843,0.260230096,1437.248179
384,GR219,-109.580048,38.571759,2017,1,20,1382.994013,0.822975865,-576518.0092,0.283832143,1407.329401
385,GR029,-109.603257,38.539182,2017,1,20,1376.929641,0.849924381,-1373694.144,0.351805009,1545.385972
386,GR109,-110.099929,39.187203,2017,1,20,1339.778064,0.691700248,-4650.512056,0.026822641,1456.883025
387,GR422,-108.82892,38.428776,2017,1,20,1269.057759,0.821118371,-363143.6565,0.23965794,1246.602526
388,GR036,-109.505625,38.64881,2017,1,20,1268.17869,0.815930793,-359671.9091,0.243598217,1283.974404
389,GR218,-109.582684,38.577449,2017,1,20,1247.699273,0.758295048,-48241.66179,0.118289279,1243.863344
390,GR303,-110.107023,39.132236,2017,1,20,1216.486717,0.862851406,-556181.7248,0.249102409,1141.79101
391,GR201,-110.100893,39.134229,2017,1,20,1197.862379,0.861426573,-596813.4257,0.24816453,1194.762888
392,GR232,-109.310788,38.810799,2017,1,20,1165.500709,0.861977474,-593439.4089,0.285775108,1095.222552
393,GR403,-110.10743,39.13213,2017,1,20,1141.386167,0.83341585,-249931.4565,0.187329006,1051.515433
394,GR204,-110.112757,39.159217,2017,1,20,1129.167219,0.860179692,-402450.878,0.235174442,1015.986602
395,GR038,-109.322797,38.761565,2017,1,20,1091.491666,0.661310018,-17953.98157,-0.047742022,1098.603901
396,GR414,-108.827098,38.35986,2017,1,20,1082.098521,0.79925904,-199604.4563,0.237134371,1131.422326
397,GR033,-109.558667,38.607333,2017,1,20,1073.836518,0.850099409,-361019.8364,0.264368353,960.6698757
398,GR423,-108.829107,38.429585,2017,1,20,1042.680222,0.792798003,-78212.23201,0.133173181,940.9948513
399,GR412,-108.829733,38.358624,2017,1,20,1026.946681,0.844583913,-374599.2171,0.276860138,986.6577429
400,GR516,-110.364704,38.843249,2017,1,25,2034.593173,0.795540051,-703269.0732,0.244013207,2173.749528
401,GR312,-110.368073,38.850413,2017,1,25,1514.918998,0.816051579,-433930.9123,0.228646512,1454.083656
402,GR103,-110.104778,39.144101,2017,1,25,1495.207295,0.82269415,-691876.8404,0.250340557,1660.625224
403,GR313,-110.368007,38.850075,2017,1,25,1477.142155,0.802261731,-294245.0666,0.204454615,1427.861352
404,GR112,-109.581942,38.576928,2017,1,25,1387.07985,0.760120852,-73921.07199,0.145955917,1406.515078
405,GR503,-110.104227,39.132766,2017,1,25,1314.576592,0.749452996,-33683.95459,0.083454196,1340.006148
406,GR510,-110.264802,39.244999,2017,1,25,1301.471353,0.831550851,-382868.3602,0.222886779,1224.468833
407,GR229,-109.505474,38.647708,2017,1,25,1252.132621,0.8353575,-570239.1448,0.284272381,1275.038358
408,GR009,-110.076905,39.19624,2017,1,25,1249.581884,0.882463744,-1091187.812,0.306871331,1271.505363
409,GR224,-109.647948,38.550806,2017,1,25,1222.920459,0.86103863,-685135.2174,0.272823934,1216.792497
410,GR014,-110.071686,39.203815,2017,1,25,1218.614003,0.789560186,-137006.5821,0.152819023,1239.892817
411,GR302,-110.10693,39.132463,2017,1,25,1204.865529,0.747923891,-22195.38914,0.06356917,1174.007598
412,GR807,-109.591007,38.555179,2017,1,25,1068.921472,0.91776083,-1107203.877,0.347602384,999.3862297
413,GR517,-110.365427,38.841594,2017,1,30,1899.191641,0.797261423,-593351.1928,0.233325668,2006.10537
414,GR002,-110.103447,39.143842,2017,1,30,1667.760265,0.804256723,-630323.6574,0.236273683,1916.709461
415,GR003,-110.105558,39.144235,2017,1,30,1556.214692,0.82381479,-748001.6753,0.251254517,1708.137372
